Region,Local_Authority,Ref,School_name,School_type,Gender_info,All_A_levels_students,A_level_maths_percent_all,A_level_further_maths_percent_all,A_level_biological_sciences_percent_all,A_level_chemistry_percent_all,A_level_physics_percent_all,A_level_computer_sciences_percent_all,Female A levels students,A_level_maths_percent_female,A_level_further_maths_percent_female,A_level_biological_sciences_percent_female,A_level_chemistry_percent_female,A_level_physics_percent_female,A_level_computer_sciences_percent_female,Male_A_levels_students,A_level_Maths_percent_male,A_level_further_maths_percent_male,A_level_biological_sciences_percent_male,A_level_chemistry_percent_male,A_level_physics_percent_male,A_level_computer_sciences_percent_male
South West,Bath and North East Somerset,109360,Monkton Senior School,Independent school,MIXED,70,31.4,8.6,15.7,11.4,10,7.1,29,20.7,0,24.1,13.8,6.9,3.4,41,39,14.6,9.8,9.8,12.2,9.8
South West,Bath and North East Somerset,136335,Norton Hill Academy,Academy converter - mainstream,MIXED,131,24.4,5.3,19.8,14.5,14.5,0,66,13.6,1.5,15.2,6.1,1.5,0,65,35.4,9.2,24.6,23.1,27.7,0
South West,Bath and North East Somerset,136483,Oldfield School,Academy converter - mainstream,MIXED,70,25.7,5.7,24.3,12.9,8.6,8.6,36,19.4,2.8,22.2,13.9,5.6,5.6,34,32.4,8.8,26.5,11.8,11.8,11.8
South West,Bath and North East Somerset,109347,Prior Park College,Independent school,MIXED,99,31.3,3,19.2,18.2,18.2,3,41,14.6,0,22,9.8,0,0,58,43.1,5.2,17.2,24.1,31,5.2
South West,Bath and North East Somerset,138522,Ralph Allen School,Academy converter - mainstream,MIXED,128,30.5,9.4,19.5,12.5,18.8,9.4,70,14.3,4.3,22.9,7.1,7.1,1.4,58,50,15.5,15.5,19,32.8,19
South West,Bath and North East Somerset,109348,Royal High School GDST,Independent school,GIRLS,51,39.2,3.9,39.2,25.5,5.9,0,51,39.2,3.9,39.2,25.5,5.9,0,0,0,0,0,0,0,0
South West,Bath and North East Somerset,109329,Saint Gregory's Catholic College,Voluntary aided school,MIXED,76,32.9,3.9,19.7,22.4,25,14.5,43,18.6,2.3,23.3,23.3,11.6,7,33,51.5,6.1,15.2,21.2,42.4,24.2
South West,Bath and North East Somerset,142125,Somerset Studio School,Studio school,MIXED,12,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0
South West,Bath and North East Somerset,136311,Somervale Secondary School,Academy converter - mainstream,MIXED,15,20,13.3,26.7,26.7,6.7,0,9,11.1,11.1,33.3,22.2,0,0,6,33.3,16.7,16.7,33.3,16.7,0
South West,Bath and North East Somerset,147801,St Mark's CofE School,Academy converter - mainstream,MIXED,1,100,0,100,100,0,0,1,100,0,100,100,0,0,0,0,0,0,0,0,0
South West,Bath and North East Somerset,137523,Wellsway School,Academy converter - mainstream,MIXED,92,38,10.9,20.7,16.3,10.9,12,36,27.8,2.8,30.6,22.2,2.8,0,56,44.6,16.1,14.3,12.5,16.1,19.6
South West,Bath and North East Somerset,137548,Writhlington School,Academy converter - mainstream,MIXED,76,25,2.6,23.7,17.1,21.1,0,24,12.5,0,41.7,20.8,0,0,52,30.8,3.8,15.4,15.4,30.8,0
South West,"Bournemouth, Christchurch and Poole",138193,Avonbourne Girls Academy,Academy converter - mainstream,MIXED,19,15.8,0,15.8,10.5,5.3,0,12,25,0,25,16.7,0,0,7,0,0,0,0,14.3,0
South West,"Bournemouth, Christchurch and Poole",113937,Bournemouth Collegiate School,Independent school,MIXED,35,17.1,0,11.4,2.9,11.4,5.7,17,0,0,5.9,0,0,0,18,33.3,0,16.7,5.6,22.2,11.1
South West,"Bournemouth, Christchurch and Poole",137452,Bournemouth School,Academy converter - mainstream,MIXED,135,51.1,12.6,43.7,31.9,22.2,18.5,9,44.4,0,55.6,66.7,0,0,126,51.6,13.5,42.9,29.4,23.8,19.8
South West,"Bournemouth, Christchurch and Poole",136996,Bournemouth School for Girls,Academy converter - mainstream,MIXED,145,37.9,4.1,36.6,24.8,9,5.5,144,38.2,4.2,36.8,25,9,5.6,1,0,0,0,0,0,0
South West,"Bournemouth, Christchurch and Poole",113922,Canford School,Independent school,MIXED,140,48.6,10,40,31.4,20,6.4,65,33.8,4.6,38.5,24.6,13.8,1.5,75,61.3,14.7,41.3,37.3,25.3,10.7
South West,"Bournemouth, Christchurch and Poole",136574,Corfe Hills School,Academy converter - mainstream,MIXED,103,15.5,2.9,17.5,9.7,13.6,15.5,56,7.1,0,17.9,8.9,0,0,47,25.5,6.4,17,10.6,29.8,34
South West,"Bournemouth, Christchurch and Poole",136763,Highcliffe School,Academy converter - mainstream,MIXED,118,14.4,1.7,11.9,7.6,8.5,2.5,66,10.6,0,16.7,6.1,1.5,0,52,19.2,3.8,5.8,9.6,17.3,5.8
South West,"Bournemouth, Christchurch and Poole",138333,Kings Bournemouth,Independent school,MIXED,9,66.7,0,33.3,44.4,0,0,6,83.3,0,33.3,50,0,0,3,33.3,0,33.3,33.3,0,0
South West,"Bournemouth, Christchurch and Poole",138385,LeAF Studio,Studio school,MIXED,8,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0
South West,"Bournemouth, Christchurch and Poole",139711,Magna Academy,Academy sponsor led,MIXED,23,30.4,0,30.4,21.7,8.7,0,14,14.3,0,28.6,7.1,0,0,9,55.6,0,33.3,44.4,22.2,0
South West,"Bournemouth, Christchurch and Poole",136368,Parkstone Grammar School,Academy converter - mainstream,GIRLS,156,29.5,5.8,44.2,25,8.3,2.6,156,29.5,5.8,44.2,25,8.3,2.6,0,0,0,0,0,0,0
South West,"Bournemouth, Christchurch and Poole",136850,Poole Grammar School,Academy converter - mainstream,BOYS,148,52.7,11.5,27,21.6,25,22.3,0,0,0,0,0,0,0,148,52.7,11.5,27,21.6,25,22.3
South West,"Bournemouth, Christchurch and Poole",113907,Poole High School,Foundation school,MIXED,107,14,1.9,20.6,9.3,10.3,11.2,56,10.7,1.8,28.6,16.1,5.4,1.8,51,17.6,2,11.8,2,15.7,21.6
South West,"Bournemouth, Christchurch and Poole",113893,"St Edward's Roman Catholic/Church of England School, Poole",Voluntary aided school,MIXED,104,22.1,3.8,28.8,14.4,9.6,5.8,61,9.8,3.3,34.4,14.8,3.3,3.3,43,39.5,4.7,20.9,14,18.6,9.3
South West,"Bournemouth, Christchurch and Poole",137349,St Peter's Catholic Comprehensive School,Academy converter - mainstream,MIXED,156,23.1,5.1,11.5,4.5,9,0,96,9.4,1,12.5,2.1,3.1,0,60,45,11.7,10,8.3,18.3,0
South West,"Bournemouth, Christchurch and Poole",113945,Talbot Heath School,Independent school,GIRLS,26,23.1,11.5,23.1,23.1,11.5,0,26,23.1,11.5,23.1,23.1,11.5,0,0,0,0,0,0,0,0
South West,"Bournemouth, Christchurch and Poole",136120,The Bishop of Winchester Academy,Academy sponsor led,MIXED,47,29.8,0,21.3,14.9,17,34,20,15,0,25,25,0,15,27,40.7,0,18.5,7.4,29.6,48.1
South West,"Bournemouth, Christchurch and Poole",136125,The Bourne Academy,Academy sponsor led,MIXED,56,16.1,0,28.6,12.5,10.7,0,38,10.5,0,18.4,7.9,5.3,0,18,27.8,0,50,22.2,22.2,0
South West,"Bournemouth, Christchurch and Poole",130652,The Bournemouth and Poole College,General Further Education College,MIXED,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,"Bournemouth, Christchurch and Poole",136649,Twynham School,Academy converter - mainstream,MIXED,229,28.4,4.8,21.8,11.4,8.3,8.7,109,18.3,3.7,27.5,10.1,2.8,1.8,120,37.5,5.8,16.7,12.5,13.3,15
South West,"Bristol, City of",145398,Ashton Park School,Academy sponsor led,MIXED,32,28.1,0,28.1,25,9.4,0,17,11.8,0,35.3,17.6,0,0,15,46.7,0,20,33.3,20,0
South West,"Bristol, City of",109337,Badminton School,Independent school,GIRLS,61,45.9,13.1,39.3,34.4,19.7,1.6,61,45.9,13.1,39.3,34.4,19.7,1.6,0,0,0,0,0,0,0
South West,"Bristol, City of",147219,Blaise High School,Academy sponsor led,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,"Bristol, City of",135575,Bristol Cathedral Choir School,Academy sponsor led,MIXED,202,40.1,5,42.1,37.1,13.4,0,136,36,3.7,50,41.2,8.1,0,66,48.5,7.6,25.8,28.8,24.2,0
South West,"Bristol, City of",136822,Bristol Free School,Free school ? mainstream,MIXED,91,28.6,4.4,20.9,13.2,12.1,14.3,48,14.6,2.1,22.9,12.5,6.3,2.1,43,44.2,7,18.6,14,18.6,27.9
South West,"Bristol, City of",109369,Bristol Grammar School,Independent school,MIXED,122,41,14.8,32,33.6,24.6,4.1,64,25,4.7,43.8,31.3,4.7,0,58,58.6,25.9,19,36.2,46.6,8.6
South West,"Bristol, City of",131094,City of Bristol College,General Further Education College,MIXED,104,8.7,1.9,12.5,7.7,5.8,4.8,84,4.8,0,13.1,7.1,2.4,3.6,20,25,10,10,10,20,10
South West,"Bristol, City of",109334,Clifton College,Independent school,MIXED,156,46.2,12.2,19.9,22.4,10.9,3.8,59,39,11.9,23.7,18.6,11.9,1.7,97,50.5,12.4,17.5,24.7,10.3,5.2
South West,"Bristol, City of",109335,Clifton High School,Independent school,MIXED,42,26.2,7.1,33.3,23.8,16.7,14.3,25,20,8,40,24,4,4,17,35.3,5.9,23.5,23.5,35.3,29.4
South West,"Bristol, City of",109336,Collegiate School,Independent school,MIXED,69,27.5,7.2,26.1,23.2,23.2,10.1,32,15.6,3.1,28.1,18.8,18.8,0,37,37.8,10.8,24.3,27,27,18.9
South West,"Bristol, City of",137440,Cotham School,Academy converter - mainstream,MIXED,178,24.7,1.7,25.8,19.7,11.2,6.7,106,15.1,0.9,32.1,24.5,3.8,1.9,72,38.9,2.8,16.7,12.5,22.2,13.9
South West,"Bristol, City of",135597,Merchants' Academy,Academy sponsor led,MIXED,19,36.8,0,26.3,15.8,21.1,0,10,20,0,30,20,10,0,9,55.6,0,22.2,11.1,33.3,0
South West,"Bristol, City of",135581,Montpelier High School,Academy sponsor led,MIXED,91,34.1,4.4,46.2,34.1,9.9,4.4,84,33.3,3.6,45.2,33.3,10.7,2.4,7,42.9,14.3,57.1,42.9,0,28.6
South West,"Bristol, City of",135589,North Bristol Post 16 Centre,Sixth Form Centre / Consortia,,388,26.8,2.1,27.8,22.7,13.7,7,194,17,1,36.1,26.3,4.6,2.1,194,36.6,3.1,19.6,19.1,22.7,11.9
South West,"Bristol, City of",109370,Queen Elizabeth's Hospital,Independent school,MIXED,109,35.8,11,21.1,16.5,22.9,0.9,30,16.7,3.3,26.7,13.3,6.7,3.3,79,43,13.9,19,17.7,29.1,0
South West,"Bristol, City of",138855,Redland Green School,Academy converter - mainstream,MIXED,210,28.6,2.4,29.5,25.2,15.7,7.1,88,19.3,1.1,40.9,28.4,5.7,2.3,122,35.2,3.3,21.3,23,23,10.7
South West,"Bristol, City of",109371,Redmaids' High School,Independent school,GIRLS,61,32.8,6.6,41,29.5,14.8,6.6,61,32.8,6.6,41,29.5,14.8,6.6,0,0,0,0,0,0,0
South West,"Bristol, City of",137627,St Bede's Catholic College,Academy converter - mainstream,MIXED,95,29.5,3.2,35.8,33.7,16.8,5.3,51,19.6,0,43.1,33.3,3.9,0,44,40.9,6.8,27.3,34.1,31.8,11.4
South West,"Bristol, City of",130563,St Brendan's Sixth Form College,Sixth Form College,MIXED,632,11.9,2.2,9.3,10,6,5.1,391,7.9,1.5,10.2,9.2,2.6,0.5,241,18.3,3.3,7.9,11.2,11.6,12.4
South West,"Bristol, City of",109327,St Mary Redcliffe and Temple School,Voluntary aided school,MIXED,325,22.8,2.8,20,22.2,14.8,6.5,185,10.8,2.2,22.7,18.9,7.6,1.6,140,38.6,3.6,16.4,26.4,24.3,12.9
South West,Cornwall,136383,Bodmin College,Academy converter - mainstream,MIXED,73,16.4,5.5,12.3,4.1,6.8,0,37,13.5,2.7,21.6,5.4,2.7,0,36,19.4,8.3,2.8,2.8,11.1,0
South West,Cornwall,112045,Budehaven Community School,Foundation school,MIXED,64,21.9,4.7,25,12.5,12.5,0,33,12.1,6.1,30.3,15.2,0,0,31,32.3,3.2,19.4,9.7,25.8,0
South West,Cornwall,143649,Callington Community College,Academy converter - mainstream,MIXED,37,13.5,0,27,27,8.1,0,19,10.5,0,36.8,21.1,0,0,18,16.7,0,16.7,33.3,16.7,0
South West,Cornwall,144740,Callywith College,Free school ? 16-19,MIXED,238,21.8,2.5,23.5,20.2,8,1.7,160,14.4,1.3,25.6,15.6,1.9,0,78,37.2,5.1,19.2,29.5,20.5,5.1
South West,Cornwall,136524,Camborne Science and International Academy,Academy converter - mainstream,MIXED,92,30.4,8.7,28.3,19.6,17.4,10.9,40,10,0,27.5,17.5,5,0,52,46.2,15.4,28.8,21.2,26.9,19.2
South West,Cornwall,130627,Cornwall College,General Further Education College,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,Cornwall,137223,Falmouth School,Academy converter - mainstream,MIXED,29,44.8,13.8,31,24.1,17.2,0,20,35,10,40,20,10,0,9,66.7,22.2,11.1,33.3,33.3,0
South West,Cornwall,143981,Helston Community College,Academy converter - mainstream,MIXED,55,27.3,3.6,12.7,14.5,18.2,0,32,18.8,0,18.8,12.5,9.4,0,23,39.1,8.7,4.3,17.4,30.4,0
South West,Cornwall,139155,Launceston College,Academy converter - mainstream,MIXED,65,24.6,1.5,20,16.9,7.7,7.7,29,10.3,3.4,27.6,20.7,3.4,0,36,36.1,0,13.9,13.9,11.1,13.9
South West,Cornwall,144291,Liskeard School and Community College,Academy converter - mainstream,MIXED,59,27.1,13.6,28.8,8.5,15.3,0,30,20,13.3,30,13.3,6.7,0,29,34.5,13.8,27.6,3.4,24.1,0
South West,Cornwall,136533,Newquay Tretherras,Academy converter - mainstream,MIXED,69,33.3,5.8,21.7,11.6,14.5,10.1,38,15.8,5.3,26.3,15.8,7.9,0,31,54.8,6.5,16.1,6.5,22.6,22.6
South West,Cornwall,136575,Saltash Community School,Academy converter - mainstream,MIXED,58,19,1.7,6.9,5.2,3.4,0,30,10,0,6.7,3.3,0,0,28,28.6,3.6,7.1,7.1,7.1,0
South West,Cornwall,112041,Torpoint Community College,Foundation school,MIXED,20,0,0,30,15,0,0,8,0,0,25,12.5,0,0,12,0,0,33.3,16.7,0,0
South West,Cornwall,145843,Treviglas Academy,Academy sponsor led,MIXED,10,0,0,50,0,0,0,6,0,0,50,0,0,0,4,0,0,50,0,0,0
South West,Cornwall,130629,Truro and Penwith College,General Further Education College,MIXED,847,25.3,4.8,23.3,15.5,10.5,4.6,504,16.5,3,26.2,14.1,4.2,0.8,343,38.2,7.6,19,17.5,19.8,10.2
South West,Cornwall,112077,Truro High School,Independent school,GIRLS,41,29.3,12.2,19.5,17.1,12.2,0,41,29.3,12.2,19.5,17.1,12.2,0,0,0,0,0,0,0,0
South West,Cornwall,112076,Truro School,Independent school,MIXED,79,44.3,5.1,25.3,32.9,22.8,5.1,24,33.3,4.2,20.8,20.8,16.7,0,55,49.1,5.5,27.3,38.2,25.5,7.3
South West,Devon,142124,Atrium Studio School,Studio school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,Devon,142540,Bideford College,Academy sponsor led,MIXED,64,20.3,1.6,25,10.9,10.9,0,34,14.7,0,32.4,11.8,2.9,0,30,26.7,3.3,16.7,10,20,0
South West,Devon,113575,Blundell's School,Independent school,MIXED,88,39.8,9.1,14.8,23.9,17,1.1,35,31.4,11.4,22.9,20,11.4,0,53,45.3,7.5,9.4,26.4,20.8,1.9
South West,Devon,136638,Clyst Vale Community College,Academy converter - mainstream,MIXED,49,26.5,0,38.8,22.4,16.3,0,18,11.1,0,44.4,22.2,5.6,0,31,35.5,0,35.5,22.6,22.6,0
South West,Devon,136366,Colyton Grammar School,Academy converter - mainstream,MIXED,121,56.2,14.9,45.5,33.1,27.3,6.6,59,32.2,3.4,59.3,37.3,11.9,0,62,79,25.8,32.3,29,41.9,12.9
South West,Devon,137176,Coombeshead Academy,Academy converter - mainstream,MIXED,37,5.4,0,18.9,0,0,0,21,0,0,14.3,0,0,0,16,12.5,0,25,0,0,0
South West,Devon,130645,Exeter College,General Further Education College,MIXED,958,24.3,0.7,20.7,12.3,9.1,4.1,561,12.7,0.5,21.9,10.3,2.5,0.7,397,40.8,1,18.9,15.1,18.4,8.8
South West,Devon,140971,Exeter Mathematics School,Free school ? 16-19,MIXED,59,98.3,100,5.1,3.4,72.9,62.7,12,100,100,16.7,0,91.7,25,47,97.9,100,2.1,4.3,68.1,72.3
South West,Devon,113607,Exeter School,Independent school,MIXED,107,38.3,7.5,33.6,27.1,13.1,3.7,44,27.3,6.8,52.3,36.4,2.3,2.3,63,46,7.9,20.6,20.6,20.6,4.8
South West,Devon,136612,Exmouth Community College,Academy converter - mainstream,MIXED,121,19,0,15.7,7.4,5.8,14,54,14.8,0,16.7,11.1,1.9,1.9,67,22.4,0,14.9,4.5,9,23.9
South West,Devon,136912,Honiton Community College,Academy converter - mainstream,MIXED,27,14.8,0,29.6,0,7.4,14.8,15,0,0,33.3,0,0,0,12,33.3,0,25,0,16.7,33.3
South West,Devon,136336,Ivybridge Community College,Academy converter - mainstream,MIXED,190,17.9,2.1,26.3,13.2,10.5,3.2,103,12.6,1.9,21.4,10.7,4.9,0,87,24.1,2.3,32.2,16.1,17.2,6.9
South West,Devon,149247,King Edward VI Community College,Academy converter - mainstream,MIXED,60,11.7,3.3,26.7,5,10,1.7,29,6.9,3.4,17.2,3.4,3.4,0,31,16.1,3.2,35.5,6.5,16.1,3.2
South West,Devon,136367,Kingsbridge Academy,Academy converter - mainstream,MIXED,111,27.9,2.7,30.6,17.1,11.7,6.3,53,20.8,0,34,15.1,5.7,0,58,34.5,5.2,27.6,19,17.2,12.1
South West,Devon,113604,Kingsley School,Independent school,MIXED,12,33.3,0,16.7,16.7,16.7,0,3,33.3,0,0,0,0,0,9,33.3,0,22.2,22.2,22.2,0
South West,Devon,113573,Mount Kelly,Independent school,MIXED,75,42.7,6.7,30.7,22.7,16,5.3,42,35.7,2.4,38.1,28.6,9.5,0,33,51.5,12.1,21.2,15.2,24.2,12.1
South West,Devon,137124,Newton Abbot College,Academy converter - mainstream,MIXED,61,21.3,0,24.6,19.7,6.6,9.8,29,13.8,0,24.1,20.7,3.4,0,32,28.1,0,25,18.8,9.4,18.8
South West,Devon,145337,Okehampton College,Academy converter - mainstream,MIXED,65,23.1,3.1,33.8,15.4,9.2,0,42,19,4.8,38.1,19,2.4,0,23,30.4,0,26.1,8.7,21.7,0
South West,Devon,130646,Petroc,General Further Education College,MIXED,155,25.2,1.9,23.2,14.8,12.9,10.3,74,9.5,0,24.3,13.5,0,4.1,81,39.5,3.7,22.2,16,24.7,16
South West,Devon,136646,Queen Elizabeth's,Academy converter - mainstream,MIXED,62,22.6,8.1,29,16.1,11.3,0,27,14.8,3.7,37,25.9,0,0,35,28.6,11.4,22.9,8.6,20,0
South West,Devon,113619,Sands School,Independent school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,Devon,113605,Shebbear College,Independent school,MIXED,18,33.3,0,38.9,27.8,38.9,22.2,7,0,0,71.4,42.9,14.3,0,11,54.5,0,18.2,18.2,54.5,36.4
South West,Devon,113503,Sidmouth College,Community school,MIXED,67,11.9,0,10.4,6,9,14.9,31,6.5,0,12.9,9.7,0,3.2,36,16.7,0,8.3,2.8,16.7,25
South West,Devon,136569,South Dartmoor Community College,Academy converter - mainstream,MIXED,55,16.4,0,16.4,9.1,9.1,0,25,8,0,4,4,0,0,30,23.3,0,26.7,13.3,16.7,0
South West,Devon,141749,South Devon UTC,UTC,MIXED,3,66.7,0,33.3,0,0,0,3,66.7,0,33.3,0,0,0,0,0,0,0,0,0,0
South West,Devon,113583,St John's School,Independent school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,Devon,113579,Stover School,Independent school,MIXED,16,43.8,6.3,37.5,31.3,25,0,6,50,16.7,83.3,66.7,16.7,0,10,40,0,10,10,30,0
South West,Devon,145336,Tavistock College,Academy converter - mainstream,MIXED,56,33.9,7.1,8.9,12.5,8.9,8.9,27,25.9,3.7,14.8,22.2,0,3.7,29,41.4,10.3,3.4,3.4,17.2,13.8
South West,Devon,136494,Teign School,Academy converter - mainstream,MIXED,53,20.8,1.9,24.5,13.2,7.5,0,23,13,0,30.4,13,0,0,30,26.7,3.3,20,13.3,13.3,0
South West,Devon,136495,"Teignmouth Community School, Exeter Road",Academy converter - mainstream,MIXED,17,17.6,5.9,35.3,11.8,11.8,23.5,6,16.7,0,66.7,33.3,0,0,11,18.2,9.1,18.2,0,18.2,36.4
South West,Devon,139553,The Ilfracombe Church of England Academy,Academy sponsor led,MIXED,53,17,0,20.8,9.4,11.3,0,31,9.7,0,29,12.9,3.2,0,22,27.3,0,9.1,4.5,22.7,0
South West,Devon,136673,The King's School,Academy converter - mainstream,MIXED,89,37.1,1.1,16.9,19.1,14.6,13.5,39,28.2,0,17.9,12.8,5.1,0,50,44,2,16,24,22,24
South West,Devon,113608,The Maynard School,Independent school,GIRLS,52,19.2,7.7,46.2,32.7,7.7,0,52,19.2,7.7,46.2,32.7,7.7,0,0,0,0,0,0,0,0
South West,Devon,113574,Trinity School,Independent school,MIXED,12,16.7,0,8.3,0,8.3,0,6,0,0,0,0,0,0,6,33.3,0,16.7,0,16.7,0
South West,Devon,113606,West Buckland School,Independent school,MIXED,88,30.7,10.2,31.8,31.8,14.8,0,38,34.2,10.5,39.5,39.5,7.9,0,50,28,10,26,26,20,0
South West,Dorset,113884,Beaminster School,Voluntary controlled school,MIXED,31,19.4,9.7,9.7,16.1,19.4,9.7,14,0,0,14.3,14.3,0,0,17,35.3,17.6,5.9,17.6,35.3,17.6
South West,Dorset,113910,Bryanston School,Independent school,MIXED,130,26.2,5.4,0,13.8,13.1,6.9,63,20.6,3.2,0,12.7,6.3,1.6,67,31.3,7.5,0,14.9,19.4,11.9
South West,Dorset,147443,Budmouth Academy Weymouth,Academy sponsor led,MIXED,104,15.4,1.9,18.3,11.5,12.5,7.7,46,8.7,0,15.2,8.7,8.7,2.2,58,20.7,3.4,20.7,13.8,15.5,12.1
South West,Dorset,113912,Clayesmore School,Independent school,MIXED,72,9.7,0,16.7,8.3,8.3,0,31,6.5,0,29,16.1,9.7,0,41,12.2,0,7.3,2.4,7.3,0
South West,Dorset,113854,Ferndown Upper School,Community school,MIXED,87,18.4,3.4,23,8,12.6,9.2,42,14.3,2.4,23.8,9.5,4.8,2.4,45,22.2,4.4,22.2,6.7,20,15.6
South West,Dorset,113882,Gillingham School,Voluntary controlled school,MIXED,163,9.8,1.2,12.3,4.3,4.9,3.1,80,2.5,1.3,16.3,6.3,1.3,0,83,16.9,1.2,8.4,2.4,8.4,6
South West,Dorset,130655,Kingston Maurward College,Agriculture and Horticulture College,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,Dorset,113920,Leweston School,Independent school,MIXED,24,37.5,8.3,25,12.5,12.5,4.2,21,28.6,9.5,23.8,9.5,0,4.8,3,100,0,33.3,33.3,100,0
South West,Dorset,113863,Lytchett Minster School,Foundation school,MIXED,109,18.3,6.4,23.9,10.1,5.5,6.4,65,12.3,1.5,24.6,12.3,1.5,0,44,27.3,13.6,22.7,6.8,11.4,15.9
South West,Dorset,113932,Milton Abbey School,Independent school,MIXED,25,16,0,0,0,12,0,12,0,0,0,0,0,0,13,30.8,0,0,0,23.1,0
South West,Dorset,141526,Queen Elizabeth's School,Academy converter - mainstream,MIXED,179,21.2,2.2,25.1,15.1,13.4,2.8,91,7.7,0,31.9,14.3,0,0,88,35.2,4.5,18.2,15.9,27.3,5.7
South West,Dorset,113943,Ringwood Waldorf School,Independent school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West,Dorset,140898,Shaftesbury School,Academy converter - mainstream,MIXED,77,11.7,3.9,15.6,14.3,11.7,2.6,41,4.9,0,19.5,12.2,0,0,36,19.4,8.3,11.1,16.7,25,5.6
South West,Dorset,113918,Sherborne School,Independent school,BOYS,114,32.5,11.4,0,14,18.4,6.1,0,0,0,0,0,0,0,114,32.5,11.4,0,14,18.4,6.1
South West,Dorset,113919,Sherborne School for Girls,Independent school,GIRLS,101,20.8,4,19.8,21.8,5.9,1,101,20.8,4,19.8,21.8,5.9,1,0,0,0,0,0,0,0
South West,Dorset,113875,Sturminster Newton High School,Community school,MIXED,38,5.3,5.3,13.2,5.3,5.3,2.6,24,4.2,4.2,16.7,4.2,0,4.2,14,7.1,7.1,7.1,7.1,14.3,0
South West,Dorset,113888,The Blandford School,Voluntary controlled school,MIXED,72,18.1,0,20.8,11.1,5.6,0,33,6.1,0,24.2,12.1,3,0,39,28.2,0,17.9,10.3,7.7,0
South West,Dorset,138471,The Gryphon School,Academy converter - mainstream,MIXED,183,23.5,6.6,25.7,18.6,12,4.4,106,19.8,1.9,35.8,21.7,5.7,1.9,77,28.6,13,11.7,14.3,20.8,7.8
South West,Dorset,148737,The Purbeck School,Academy converter - mainstream,MIXED,68,44.1,5.9,27.9,39.7,17.6,0,36,25,2.8,33.3,25,5.6,0,32,65.6,9.4,21.9,56.3,31.3,0
South West,Dorset,141735,The Sir John Colfox Academy,Academy converter - mainstream,MIXED,40,20,5,25,7.5,12.5,10,20,10,5,40,10,5,0,20,30,5,10,5,20,20
South West,Dorset,137163,The Thomas Hardye School,Academy converter - mainstream,MIXED,317,26.2,4.4,19.6,11.4,12,4.4,174,15.5,1.7,19,8.6,5.2,0.6,143,39.2,7.7,20.3,14.7,20.3,9.1
South West,Dorset,113901,The Woodroffe School,Foundation school,MIXED,106,25.5,6.6,18.9,11.3,16,0,55,20,7.3,21.8,10.9,5.5,0,51,31.4,5.9,15.7,11.8,27.5,0
South West,Dorset,130653,Weymouth College,General Further Education College,MIXED,44,11.4,0,2.3,9.1,11.4,0,25,0,0,4,4,0,0,19,26.3,0,0,15.8,26.3,0
South West,Gloucestershire,136016,"All Saints' Academy, Cheltenham",Academy sponsor led,MIXED,76,11.8,1.3,9.2,2.6,9.2,10.5,36,5.6,2.8,16.7,5.6,2.8,0,40,17.5,0,2.5,0,15,20
South West,Gloucestershire,115723,Archway School,Community school,MIXED,38,31.6,2.6,23.7,18.4,18.4,0,24,20.8,0,33.3,16.7,0,0,14,50,7.1,7.1,21.4,50,0
South West,Gloucestershire,136474,Balcarras School,Academy converter - mainstream,MIXED,165,27.9,6.1,14.5,13.3,12.7,9.1,86,20.9,2.3,19.8,12.8,4.7,0,79,35.4,10.1,8.9,13.9,21.5,19
South West,Gloucestershire,136725,Cheltenham Bournside School and Sixth Form Centre,Academy converter - mainstream,MIXED,117,23.1,3.4,10.3,6.8,7.7,7.7,60,8.3,1.7,11.7,5,1.7,3.3,57,38.6,5.3,8.8,8.8,14,12.3
South West,Gloucestershire,115795,Cheltenham College,Independent school,MIXED,147,35.4,7.5,12.9,23.8,22.4,2.7,64,26.6,3.1,17.2,18.8,10.9,0,83,42.2,10.8,9.6,27.7,31.3,4.8
South West,Gloucestershire,115798,Cheltenham Ladies' College,Independent school,GIRLS,147,59.2,15,41.5,38.1,19.7,5.4,147,59.2,15,41.5,38.1,19.7,5.4,0,0,0,0,0,0,0
South West,Gloucestershire,136960,Chipping Campden School,Academy converter - mainstream,MIXED,141,15.6,2.1,14.9,8.5,9.9,6.4,82,6.1,1.2,15.9,8.5,2.4,1.2,59,28.8,3.4,13.6,8.5,20.3,13.6
